,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,normalized_valence,normalized_arousal
191,Crosswalk 1 ,Scene,StockOGraphy,3.96296296296296,0.668740284945431,108,2.31730769230769,1.59650360133213,104,0.5304594211698036,0.15490927990928008
192,Crow 1,Animal,Pixabay,4.70588235294118,1.0953387766016,102,2.8019801980198,1.52328462199418,101,0.6684881602914401,0.27518427518427546
193,Crow 2,Animal,Pixabay,4.40740740740741,1.18429786791357,108,2.66346153846154,1.43202332873467,104,0.6130337988261495,0.240809865809867
194,Cups 1,Object,Pixabay,4.27722772277228,0.618365779796847,101,2.02912621359223,1.45154623898585,103,0.588847409331098,0.08339495718136496
195,Cups 2,Object,Pixabay,4.14851485148515,0.433269860799511,101,2.0873786407767,1.40800788291928,103,0.5649335425345822,0.09785071920994351
196,Cups 3,Object,Pixabay,4.72549019607843,0.902766515269065,102,2.25742574257426,1.42585739361645,101,0.6721311475409838,0.14004914004914143
197,Cups 4,Object,Pixabay,4.13888888888889,0.618383985800151,108,2.20192307692308,1.33932172148332,104,0.5631451123254408,0.12627575127575288
198,Dancing 1,Person,Pixabay,5.30392156862745,0.962558633279285,102,3.43564356435644,1.61502843061141,101,0.7795992714025504,0.4324324324324343
199,Dancing 2,Person,Pixabay,5.2156862745098,1.10469252010148,102,3.48514851485149,1.57869478612009,101,0.763205828779599,0.44471744471744673
200,Dancing 3,Person,Pixabay,4.88235294117647,1.21291823569291,102,3.85148514851485,1.64551595928974,101,0.701275045537341,0.5356265356265361
201,Dancing 4,Person,Pixabay,5.53921568627451,1.19960033466143,102,3.65346534653465,1.46584885690412,101,0.823315118397086,0.4864864864864864
202,Dancing 5,Person,Pixabay,5.69607843137255,1.06044279642076,102,3.54455445544554,1.50016500742583,101,0.8524590163934433,0.45945945945945915
203,Dancing 6,Person,Pixabay,5.80555555555556,0.941844812636531,108,3.69230769230769,1.5646391257177,104,0.8727990285367347,0.4961254961254963
204,Dancing 7,Person,Pixabay,5.87037037037037,1.09452838469739,108,3.375,1.46272454918762,104,0.8848411252782842,0.4173832923832932
205,Dancing 8,Person,Pixabay,5.31372549019608,0.889770157849353,102,3.40594059405941,1.42252042390809,101,0.7814207650273232,0.4250614250614268
206,Dancing 9,Person,Pixabay,5.58415841584158,0.972289326617065,101,3.83495145631068,1.5786385756475,103,0.8316651337264871,0.5315235800672703
207,Dead bodies 1,Person,Wikipedia,1.1980198019802,0.735116344263927,101,4.51456310679612,2.48471435873581,103,0.01675413442983715,0.7001741370673427
208,Dead bodies 2,Person,Wikipedia,1.24752475247525,0.698655002044062,101,4.47572815533981,2.37158282626742,103,0.02595177550542021,0.6905369623816242
209,Dead bodies 3,Person,Wikipedia,1.32352941176471,0.810350916601736,102,5.12871287128713,2.15714332549617,101,0.040072859744992036,0.8525798525798536
210,Depressed face 1,Person,Pixabay,3.76470588235294,0.88077902723472,102,3.06930693069307,1.51167076933156,101,0.493624772313297,0.3415233415233424
211,Depressed face 2,Person,Pixabay,3.82407407407407,1.03966838443897,108,3.01923076923077,1.51356820887846,104,0.5046549281521956,0.3290965790965801
212,Depressed pose 1,Person,Wikipedia,2.69444444444444,0.825508433908963,108,3.45192307692308,1.66564257807877,104,0.29477838494231895,0.4364723114723131
213,Depressed pose 2,Person,Pixabay,3.48514851485149,0.933957829734711,101,3.24271844660194,1.62375756073034,103,0.4416851521217709,0.3845566661100645
214,Depressed pose 3,Person,Wikipedia,2.65686274509804,0.959528535624417,102,4.00990099009901,1.56521595637759,101,0.287795992714026,0.5749385749385757
215,Depressed pose 4,Person,Wikipedia,3.25490196078431,0.828768315626398,102,3.28712871287129,1.45833215464356,101,0.3989071038251364,0.3955773955773971
216,Desert 1,Scene,Pixabay,4.0,1.39424719244647,108,3.26923076923077,1.79119079136838,104,0.5373406193078328,0.39113589113589214
217,Dessert 1,Object,Pixabay,5.33333333333333,1.11987740960395,102,3.40594059405941,1.64425191392184,101,0.785063752276867,0.4250614250614268
218,Dessert 2,Object,Pixabay,5.73529411764706,1.1073692899487,102,3.24752475247525,1.75730441639495,101,0.8597449908925325,0.38574938574938716
219,Dessert 3,Object,Pixabay,5.63366336633663,1.07445588347989,101,4.20388349514563,1.82229774853967,103,0.8408627748020702,0.6230767395815944
220,Dessert 4,Object,Pixabay,5.38888888888889,1.03971000030547,108,3.11538461538462,1.62090525053666,104,0.7953855494839108,0.35295785295785487
221,Dessert 5,Object,Pixabay,5.53465346534653,0.900714787661928,101,3.86407766990291,1.67477562845682,103,0.822467492650904,0.5387514610815582
222,Dessert 6,Object,Pixabay,5.58823529411765,1.0932098362477,102,3.85148514851485,1.78541949476229,101,0.8324225865209482,0.5356265356265361
223,Dessert 7,Object,Pixabay,5.4537037037037,1.12228288085449,108,3.13461538461538,1.78482107181695,104,0.8074276462254601,0.3577301077301074
224,Dessert 8,Person,Pixabay,5.76851851851852,0.913107884644336,108,3.36538461538462,1.70127132535627,104,0.8659178303987054,0.4149971649971669
225,Destruction 1,Scene,Pixabay,3.17647058823529,1.53126987168117,102,4.31683168316832,1.77161334985548,101,0.38433515482695774,0.6511056511056525
226,Destruction 4,Scene,Pixabay,1.84259259259259,0.938900102546293,108,3.93269230769231,2.06338595835683,104,0.13651082776765824,0.5557786807786821
227,Destruction 5,Scene,Pixabay,2.14851485148515,1.08061222104751,101,3.80582524271845,1.89973296589534,103,0.19334884308103006,0.5242956990529822
228,Destruction 6,Scene,Pixabay,2.00990099009901,1.18739251728273,101,4.09708737864078,2.13061053160547,103,0.16759544806939747,0.59657450919587
229,Destruction 7,Scene,Pixabay,2.00990099009901,0.953887304716343,101,3.85436893203884,2.10232255780709,103,0.16759544806939747,0.5363421674101305
230,Destruction 8,Scene,Pixabay,2.23529411764706,1.13605597571821,102,4.22772277227723,1.76567940532143,101,0.20947176684881666,0.6289926289926302
231,Destruction 9,Scene,Pixabay,3.55555555555556,0.878968526047396,108,2.48543689320388,1.66782750359946,103,0.45476624165148877,0.19663175973855582
232,Destruction 10,Scene,Pixabay,2.0990099009901,1.04407806695716,101,3.59223300970874,1.9675648989166,103,0.184151202005447,0.4712912382815308
233,Dirt 1,Scene,Pixabay,1.6078431372549,0.82241930893244,102,4.98019801980198,1.97979896969264,101,0.09289617486338798,0.8157248157248165
234,Destruction 2,Scene,Pixabay,2.18627450980392,1.02184449958103,102,3.05940594059406,1.77663604701817,101,0.20036429872495456,0.33906633906634
235,Destruction 3,Scene,Pixabay,1.89814814814815,0.916513250637801,108,3.59615384615385,2.05515799486768,104,0.14683262497470218,0.47226422226422393
236,Dirt 2,Scene,Pixabay,5.59803921568627,1.07408541727156,102,3.34653465346535,1.85707104637575,101,0.834244080145719,0.41031941031941194
237,Dirt 3,Scene,Pixabay,4.13861386138614,0.566210260774158,101,2.03883495145631,1.3714335572326,103,0.5630940143194654,0.08580425085279521
238,Dirt 4,Scene,Pixabay,4.0,0.808372034730701,102,1.91089108910891,1.20912373147656,101,0.5373406193078328,0.0540540540540546
239,Dirt 5,Scene,Pixabay,3.54455445544554,0.83096031764757,101,1.99029126213592,1.37552232953178,103,0.45272232141246865,0.07375778249564675
240,Dock 1,Scene,Pixabay,5.56435643564356,1.02387344514992,101,3.64077669902913,1.63211860951653,103,0.827986077296254,0.4833377066386792
241,Doctor 1,Person,Pixabay,4.66666666666667,1.11987740960395,102,3.14851485148515,1.6024115489715,101,0.6612021857923507,0.36117936117936233
242,Doctor 2,Person,Pixabay,4.05555555555556,1.28857911556553,108,3.65384615384615,1.78868737883633,104,0.5476624165148768,0.4865809865809865
243,Doctor 3,Person,Pixabay,4.35185185185185,1.16261721197707,108,3.18269230769231,1.67079088927023,104,0.6027120016191057,0.36966074466074605
244,Doctor 4,Person,Pixabay,3.81188118811881,1.1976048704571,101,3.88349514563107,1.82735730578763,103,0.5023895832206172,0.5435700484244186
245,Doctor 5,Person,Pixabay,3.68316831683168,1.05764543273544,101,3.64077669902913,1.73688005688383,103,0.47847571642410114,0.4833377066386792
246,Doctor 6,Person,Pixabay,4.38235294117647,0.901529148110173,102,2.55445544554455,1.4385774051107,101,0.608378870673953,0.21375921375921345
247,Doctor 7,Person,Pixabay,3.34313725490196,1.15608675921661,102,4.41584158415842,1.76786496505063,101,0.4153005464480876,0.6756756756756773
248,Doctor 8,Person,Pixabay,3.73267326732673,1.13040779463794,101,3.92233009708738,1.87705088040114,103,0.4876733574996843,0.5532072231101369
249,Doctor 9,Person,Pixabay,3.67647058823529,1.1953852248376,102,4.10891089108911,1.49600127071477,101,0.47723132969034576,0.5995085995086005
250,Dog 1,Animal,Pixabay,5.13861386138614,1.19188676450657,101,4.32038834951456,1.5668977232599,103,0.7488863640462413,0.651988263638749
251,Dog 2,Animal,Pixabay,5.9009900990099,1.03445590041383,101,4.39805825242718,1.63503196482061,103,0.8905300366102187,0.6712626130101855
252,Dog 3,Animal,Pixabay,5.74509803921569,1.01167711467274,102,3.52475247524752,1.62845975944105,101,0.8615664845173053,0.45454545454545414
253,Dog 4,Animal,Pixabay,6.2037037037037,0.954666446219598,108,3.96116504854369,1.85727150758419,103,0.9467719085205422,0.562844397795855
254,Dog 5,Animal,Pixabay,5.94059405940594,1.07537697741971,101,4.66990291262136,1.83852215542044,103,0.8978881494706851,0.7387228358102155
255,Dog 6,Animal,Pixabay,6.49019607843137,0.780265225778214,102,5.02970297029703,1.72311024339451,101,1.0,0.8280098280098287
256,Dog 7,Animal,Pixabay,5.65686274509804,1.08541271102369,102,3.97029702970297,1.79697215083904,101,0.845173041894354,0.5651105651105658
257,Dog 8,Animal,Pixabay,5.43137254901961,1.33875813535588,102,4.38613861386139,1.67910867444429,101,0.8032786885245911,0.66830466830467
258,Dog 9,Animal,Public Domain Photos,4.12745098039216,1.19960033466143,102,4.05940594059406,1.74253712831732,101,0.5610200364298735,0.5872235872235881
259,Dog 10,Animal,Pixabay,5.64705882352941,0.940266012744986,102,3.88118811881188,1.66305218627,101,0.8433515482695813,0.5429975429975434
260,Dog 11,Animal,Pixabay,5.65740740740741,1.06043578625349,108,3.63461538461538,1.63729407543964,104,0.8452742359846195,0.48180873180873146
261,Dog 12,Animal,Wikipedia,6.28712871287129,0.778930467543366,101,4.40776699029126,1.62358169298672,103,0.9622716369997666,0.6736719066816157
262,Dog 13,Animal,Flickr/Waldo Jaquith,5.85294117647059,1.1379768292159,102,4.05940594059406,1.73678888859998,101,0.8816029143898004,0.5872235872235881
263,Dog 14,Animal,Flickr/hairygrumpy,5.89108910891089,0.988948836887024,101,4.19417475728155,1.6152353827568,103,0.8886905083951021,0.6206674459101642
264,Dog 15,Animal,Wikipedia,3.43137254901961,1.74350167692974,102,3.93069306930693,1.81249786616467,101,0.43169398907103906,0.555282555282556
265,Dog 16,Animal,Pixabay,5.3921568627451,1.44986761256411,102,4.81188118811881,1.68352529703078,101,0.7959927140255018,0.7739557739557742
266,Dog 17,Animal,Pixabay,5.22772277227723,1.23191873205023,101,3.84466019417476,1.60731954162517,103,0.7654421179822909,0.5339328737387004
267,Dog 18,Animal,Pixabay,6.19607843137255,0.844776796184514,102,4.88118811881188,1.51186724756422,101,0.9453551912568313,0.7911547911547916
268,Dog 19,Animal,Pixabay,5.94059405940594,0.967696049162317,101,4.3495145631068,1.64321980595056,103,0.8978881494706851,0.6592161446530397
269,Dog 20,Animal,Pixabay,5.9009900990099,0.943450586888889,101,4.19417475728155,1.63334285167605,103,0.8905300366102187,0.6206674459101642
270,Dog 21,Animal,Pixabay,5.99019607843137,0.969792241088553,102,4.04950495049505,1.67556699432617,101,0.907103825136612,0.5847665847665857
271,Dog 22,Animal,Pixabay,5.09803921568627,1.27822435565803,102,3.88118811881188,1.58295374987945,101,0.7413479052823311,0.5429975429975434
272,Dog 23,Animal,Flickr/Daniel Pascoal,2.67647058823529,1.40833280204098,102,4.82178217821782,1.82973243729219,101,0.2914389799635697,0.7764127764127766
273,Dog 24,Animal,Wikipedia,1.8921568627451,1.08003357799927,102,4.77227722772277,2.15815285889954,101,0.1457194899817858,0.7641277641277644
274,Dog 25,Animal,Flickr/InkHong,3.4537037037037,1.53089222814402,108,4.05769230769231,1.79441919682131,104,0.4358429467719082,0.5867983367983381
275,Dog 26,Animal,Flickr/virtualcorey,1.2962962962963,0.687121304493579,108,4.85576923076923,2.30414682831253,104,0.03501315523173553,0.7848469098469104
276,Dog 27,Animal,Wikipedia,5.32673267326733,1.31231787986821,101,4.22330097087379,1.61446912803906,103,0.783837400133457,0.6278953269244548
277,Dog 28,Animal,Flickr/wplynn,5.59259259259259,1.18429786791357,108,3.55769230769231,1.78900049697944,104,0.8332321392430682,0.4627197127197141
278,Dog 29,Animal,Pixabay,5.36274509803922,1.03205280091991,102,4.0,1.70880074906351,101,0.7905282331511851,0.5724815724815732
279,Dog 30,Animal,All-free-download.com,4.58333333333333,1.58924539784749,108,3.56730769230769,1.77777226733442,104,0.645719489981785,0.4651058401058403
280,Dog 31,Animal,Wikipedia,2.08333333333333,1.10330853328802,108,4.20192307692308,1.97252884700777,104,0.18123861566484492,0.6225902475902492
281,Dog attack 1,Animal,Wikipedia,2.85185185185185,1.44568203232753,108,4.58653846153846,1.82544356584874,104,0.3240234770289415,0.7180353430353433
282,Dog attack 2,Animal,Wikipedia,3.42574257425743,1.24375668563803,101,4.47572815533981,1.62604211045834,103,0.43064798283107114,0.6905369623816242
283,Dog attack 3,Animal,Wikipedia,2.64705882352941,1.27928707577623,102,5.08910891089109,1.56268365257329,101,0.2859744990892532,0.8427518427518437
284,Drink 1,Object,Pixabay,4.55882352941176,1.02998153796551,102,2.71287128712871,1.61453791323317,101,0.6411657559198539,0.2530712530712531
285,Drink 2,Object,Pixabay,4.36274509803922,1.24112066642978,102,2.87128712871287,1.53403628598957,101,0.6047358834244092,0.2923832923832928
286,Dummy 1,Object,Flickr/Christopher Michel,1.15740740740741,0.549630921823901,108,5.20192307692308,2.37862572582152,104,0.009208662214127557,0.8707474957474973
287,Eating 1,Person,Wikipedia,5.68316831683168,0.968820861349578,101,3.47572815533981,1.61393843089175,103,0.8500604158776532,0.4423797142243763
288,Eating 2,Person,Publicdomainpictures.net,5.33333333333333,1.01798999521755,102,3.23762376237624,1.74441116054378,101,0.785063752276867,0.3832923832923847
289,Eating 3,Person,Wikipedia,5.14814814814815,1.04849527084637,108,2.625,1.46272454918762,104,0.750657761586724,0.23126535626535705
290,Elephant 1,Animal,Pixabay,5.86274509803922,0.975331532222767,102,4.38613861386139,1.5618597698238,101,0.8834244080145732,0.66830466830467
291,Excited face 1,Person,Flickr/Aaron Shumaker,5.57425742574257,1.04255968321689,101,3.83495145631068,1.69830992909641,103,0.8298256055113705,0.5315235800672703
292,Excited face 2,Person,Flickr/Shreyans Bhansali,5.82352941176471,1.03800803814094,102,4.06930693069307,1.69857249325764,101,0.8761384335154839,0.5896805896805907
293,Excited face 3,Person,Pixabay,5.75925925925926,0.965482498816494,108,3.47115384615385,1.71207437213259,104,0.8641975308641983,0.4412445662445679
294,Excited face 4,Person,Wikipedia,4.24752475247525,0.931728936913085,101,3.0873786407767,1.56622936815045,103,0.5833288246857482,0.34600796736719164
295,Excited face 5,Person,Pixabay,5.65346534653465,1.06240899435534,101,3.70873786407767,1.75248321275932,103,0.8445418312323033,0.5002027623386854
296,Excited face 6,Person,Pixabay,5.73148148148148,1.02862290195203,108,3.48076923076923,1.61894589480507,104,0.8590366322606762,0.4436306936306942
297,Excited face 7,Person,Pixabay,4.75247524752475,1.37408835665003,101,3.48543689320388,1.67369543970821,103,0.6771447636566935,0.44478900789580395
298,Exercise 1,Person,Pixabay,4.70588235294118,1.16541103354621,102,3.63366336633663,1.58570345447834,101,0.6684881602914401,0.4815724815724814
299,Exercise 2,Person,Pixabay,4.68518518518519,1.07345322885761,108,3.90384615384615,1.63409801591463,104,0.6646427848613654,0.5486202986202986
300,Exercise 3,Person,Pixabay,4.83333333333333,1.1864193015439,102,4.2970297029703,1.57825571093816,101,0.692167577413479,0.6461916461916476
301,Explosion 1,Scene,Pixabay,2.64705882352941,1.57106925072224,102,5.14851485148515,1.68751971018926,101,0.2859744990892532,0.8574938574938586
302,Explosion 2,Scene,Pixabay,2.37623762376238,1.58019926052707,101,4.99029126213592,1.92758685687708,103,0.23565799202871218,0.8182295269673913
303,Explosion 3,Scene,Pixabay,2.64814814814815,1.60207117588869,108,4.92307692307692,1.89886173207017,104,0.2861768872697842,0.8015498015498015
304,Explosion 4,Scene,Pixabay,2.5,1.33605640935253,108,4.30769230769231,2.03406390806095,104,0.25865209471766887,0.6488376488376502
305,Explosion 5,Scene,Pixabay,1.82352941176471,1.30050839035502,102,5.45544554455446,1.7973577967408,101,0.13296903460838003,0.9336609336609356
306,Explosion 6,Scene,Pixabay,2.25742574257426,1.24622201349948,101,4.81553398058252,1.90328700614373,103,0.21358365344731278,0.7748622408816581
307,Father 1,Person,Pixabay,6.02970297029703,1.08125339809459,101,4.39805825242718,1.83292226670666,103,0.9144439034067346,0.6712626130101855
308,Feces 1,Object,Wikipedia,2.13725490196078,1.03444839355868,102,3.06930693069307,1.94554581412299,101,0.19125683060109244,0.3415233415233424
309,Feces 2,Object,Wikipedia,2.00980392156863,1.02922731797387,102,3.52475247524752,2.05715366176638,101,0.1675774134790537,0.45454545454545414
310,Fence 1,Object,Pixabay,3.73267326732673,0.773189357258762,101,2.15533980582524,1.4736727598106,103,0.4876733574996843,0.11471577490994977
311,Fence 2,Object,Pixabay,4.21782178217822,0.558640499714076,101,2.30097087378641,1.49400731982556,103,0.5778102400403983,0.1508551799813949
312,Fence 3,Object,Pixabay,3.85294117647059,0.788494728644138,102,2.4950495049505,1.39013497457073,101,0.5100182149362484,0.19901719901720102
313,Fence 4,Object,Pixabay,2.88235294117647,1.10170091399715,102,3.15841584158416,1.55391552709487,101,0.329690346083789,0.36363636363636476
314,Fence 5,Object,Pixabay,3.77450980392157,1.04271981318752,102,2.06930693069307,1.43008689066486,101,0.4954462659380698,0.09336609336609428
315,Fence 6,Object,Pixabay,4.31372549019608,1.02426396811248,102,2.5049504950495,1.35368949450188,101,0.5956284153005472,0.20147420147420106
316,Ferret 1,Animal,Pixabay,2.80392156862745,1.19436975953868,102,4.48514851485149,1.90585341191886,101,0.3151183970856104,0.6928746928746948
317,Fire 1,Person,Pixabay,4.40740740740741,1.21545374041335,108,4.35576923076923,1.70047548593544,104,0.6130337988261495,0.6607682857682863
318,Fire 2,Scene,Pixabay,1.96296296296296,1.25248109598976,108,4.68269230769231,1.98178316820118,104,0.15887472171625158,0.7418966168966182
319,Fire 3,Scene,Pixabay,2.05555555555556,1.11768563728833,108,4.51923076923077,2.02403408213548,104,0.17607771706132477,0.7013324513324523
320,Fire 4,Scene,Pixabay,4.32352941176471,1.35092021959864,102,4.20792079207921,1.73963692581624,101,0.59744990892532,0.6240786240786252
321,Fire 5,Scene,Pixabay,1.73529411764706,0.984297212099696,102,5.28712871287129,1.81844237556963,101,0.11657559198542863,0.8918918918918933
322,Fire 6,Scene,Pixabay,2.22772277227723,1.27185838927777,101,4.52427184466019,1.99432852818114,103,0.208065068801963,0.7025834307387703
323,Fire 7,Scene,Pixabay,1.74257425742574,0.901703558233355,101,4.60194174757282,2.08796648339696,103,0.11792818626124894,0.7218577801102091
324,Fire 8,Scene,Pixabay,4.1980198019802,1.69717295512389,101,4.68932038834951,1.88923226555331,103,0.5741311836101651,0.7435414231530733
325,Fire 9,Scene,Pixabay,1.47058823529412,0.740696519312469,102,5.14851485148515,1.88884164828003,101,0.06739526411657638,0.8574938574938586
326,Fire 10,Scene,Pixabay,2.47058823529412,1.19988351210961,102,4.66336633663366,1.73365064371558,101,0.25318761384335237,0.7371007371007371
327,Fire 11,Scene,Pixabay,1.75490196078431,1.11191810466476,102,5.31683168316832,1.89700128133487,101,0.12021857923497234,0.8992628992629007
328,Fire hydrant 1,Object,Pixabay,4.19607843137255,0.718072442996927,102,2.32673267326733,1.32747060902371,101,0.5737704918032793,0.15724815724815888
329,Fire hydrant 2,Object,Pixabay,4.22222222222222,0.714775088255933,108,1.98076923076923,1.24620409454377,104,0.5786278081360048,0.07139482139482198
330,Fire hydrant 3,Object,Pixabay,4.24509803921569,0.666545319959921,102,2.34653465346535,1.39596306229324,101,0.5828779599271414,0.16216216216216378
331,Fire hydrant 4,Object,Pixabay,4.43518518518519,0.949895696666126,108,2.29807692307692,1.38563929861637,104,0.6181946974296714,0.1501370251370251
332,Fireman 1,Person,Pixabay,3.09803921568627,1.46584753250327,102,4.86138613861386,1.75516211769909,101,0.3697632058287792,0.7862407862407867
333,Fireworks 1,Scene,Pixabay,6.15740740740741,0.88773614246363,108,4.42307692307692,1.77737838846233,104,0.9381704108480075,0.6774711774711774
334,Fireworks 2,Scene,Pixabay,6.27450980392157,0.902766515269065,102,4.98019801980198,1.74344600157161,101,0.9599271402550099,0.8157248157248165
335,Fireworks 3,Scene,Wikipedia,6.08823529411765,0.996060966527161,102,4.63366336633663,1.7071776256572,101,0.9253187613843362,0.7297297297297295
336,Fireworks 4,Scene,Wikipedia,5.9537037037037,0.910830567450926,108,4.31730769230769,1.72511107326047,104,0.9003238210888481,0.6512237762237764
337,Fireworks 5,Scene,Wikipedia,5.80392156862745,1.12610091950781,102,4.20792079207921,1.63900476926193,101,0.8724954462659383,0.6240786240786252
338,Fireworks 6,Scene,Wikipedia,6.1078431372549,0.984099958147395,102,4.78217821782178,1.59752283486678,101,0.9289617486338798,0.7665847665847668
339,Fireworks 7,Scene,Wikipedia,5.75247524752475,1.14373021813765,101,4.44660194174757,1.58873581103061,103,0.8629371133834695,0.6833090813673338
340,Flood 1,Scene,Pixabay,2.36274509803922,1.04160211409379,102,4.12871287128713,1.7126784072711,101,0.23315118397085732,0.6044226044226054
341,Flood 2,Scene,Pixabay,2.35643564356436,1.10076481062797,101,3.85436893203884,1.79546141860302,103,0.2319789355984789,0.5363421674101305
342,Flood 3,Scene,Pixabay,2.29411764705882,1.1568841328816,102,4.28712871287129,1.74548923607891,101,0.2204007285974496,0.6437346437346452
343,Flowers 1,Object,Pixabay,5.76237623762376,1.04065858812086,101,3.67961165048544,1.82151408811359,103,0.8647766415985862,0.4929748813243975
344,Flowers 2,Object,Pixabay,5.95098039215686,1.04717867994461,102,3.45544554455446,1.79178543623531,101,0.8998178506375227,0.43734643734643924
345,Flowers 3,Object,Pixabay,5.79207920792079,1.09833357121749,101,3.70873786407767,1.84513705299541,103,0.870295226243936,0.5002027623386854
346,Flowers 4,Object,Pixabay,5.7029702970297,1.08207721032693,101,3.71844660194175,1.77353903271173,103,0.8537394723078865,0.5026120560101156
347,Flowers 5,Object,Pixabay,5.63366336633663,1.12002475220173,101,3.48543689320388,1.62011908101373,103,0.8408627748020702,0.44478900789580395
348,Flowers 6,Object,Pixabay,5.94444444444444,0.915426802387605,108,3.00961538461538,1.66339921185909,104,0.8986035215543409,0.3267104517104514
349,Flowers 7,Object,Pixabay,5.68316831683168,1.1129303039212,101,3.49514563106796,1.70278771665626,103,0.8500604158776532,0.4471983015672341
350,Flowers 8,Object,Pixabay,5.91176470588235,0.965780258881368,102,3.7029702970297,1.70613337377501,101,0.8925318761384334,0.4987714987714988
351,Flowers 9,Object,Pixabay,5.89108910891089,1.13930671988723,101,4.07766990291262,1.77504112290585,103,0.8886905083951021,0.5917559218530097
352,Flowers 10,Object,Pixabay,5.25925925925926,1.15500026597376,108,3.16346153846154,1.61371895703457,104,0.7713013560008103,0.3648884898884911
353,Food 1,Object,Pixabay,4.84313725490196,1.02198697981685,102,3.14851485148515,1.51911907771485,101,0.6939890710382516,0.36117936117936233
354,Food 2,Object,Pixabay,5.34259259259259,1.29818015711166,108,2.96153846153846,1.90004127151433,104,0.7867840518113742,0.31477981477981515
355,Food 3,Object,Pixabay,5.30392156862745,1.03205280091991,102,2.84158415841584,1.66572910923311,101,0.7795992714025504,0.2850122850122854
356,Food 4,Object,Pixabay,5.61111111111111,0.965123916631864,108,3.42307692307692,1.83118778202961,104,0.8366727383120828,0.42931392931392925
357,Food 5,Object,Pixabay,5.47058823529412,1.04080968436508,102,3.14851485148515,1.7168933491272,101,0.8105646630236804,0.36117936117936233
358,Food 6,Object,Pixabay,5.65686274509804,0.990000480440084,102,3.67326732673267,1.74418411236365,101,0.845173041894354,0.49140049140049136
359,Football player 1,Person,Pixabay,4.76851851851852,1.19661892435359,108,3.57692307692308,1.59302062525003,104,0.6801254806719295,0.4674919674919691
360,Frisbee 1,Person,Pixabay,5.58823529411765,1.17188974219032,102,3.21782178217822,1.55951249046643,101,0.8324225865209482,0.3783783783783797
361,Frustrated pose 1,Person,Wikipedia,2.35294117647059,1.03068811796078,102,4.24752475247525,1.80779390746877,101,0.23132969034608453,0.6339066339066354
362,Frustrated pose 2,Person,Pixabay,2.63725490196078,0.865044103337111,102,3.48514851485149,1.65899886308664,101,0.2841530054644804,0.44471744471744673
363,Frustrated pose 3,Person,Pixabay,2.35185185185185,0.88934308229947,108,3.55769230769231,1.78356533450965,104,0.23112730216555355,0.4627197127197141
364,Frustrated pose 4,Person,Wikipedia,3.42156862745098,0.883694702330398,102,3.27722772277228,1.48404051077582,101,0.42987249544626627,0.39312039312039465
365,Frustrated pose 5,Person,Wikipedia,2.46078431372549,0.991763791618431,102,3.74257425742574,1.70677160362208,101,0.25136612021857957,0.5085995085995089
366,Frustrated pose 6,Person,Flickr/Emergency Brake,4.68316831683168,1.02888962546336,101,4.03883495145631,1.78183827800463,103,0.6642680661508773,0.5821187471672914
367,Frustrated pose 7,Person,Wikipedia,2.69607843137255,1.01268406894282,102,3.25,1.55293791299464,100,0.29508196721311536,0.38636363636363713
368,Frustrated pose 8,Person,Pixabay,3.74074074074074,0.950851761497749,108,3.36538461538462,1.7239472223337,104,0.4891722323416315,0.4149971649971669
369,Funeral 1,Scene,Pixabay,2.92156862745098,1.18310109801104,102,4.23762376237624,1.89287355547847,101,0.33697632058287824,0.6314496314496326
370,Galaxy 1,Scene,Pixabay,5.59803921568627,1.17952670422151,102,4.08910891089109,1.9651921529509,101,0.834244080145719,0.5945945945945955
371,Galaxy 2,Scene,Pixabay,5.77227722772277,1.02840836362616,101,4.4368932038835,1.91828100597763,103,0.8666161698137028,0.6808997876959061
372,Galaxy 3,Scene,Pixabay,5.45098039215686,1.23982952341702,102,4.00990099009901,1.88941816178923,101,0.8069216757741348,0.5749385749385757
373,Galaxy 4,Scene,Pixabay,5.43137254901961,1.2388896651467,102,4.45544554455446,1.90538580069889,101,0.8032786885245911,0.6855036855036875
374,Galaxy 5,Scene,Pixabay,5.61386138613861,0.97949269552869,101,4.41747572815534,1.76304255642842,103,0.8371837183718369,0.6760812003530458
375,Galaxy 6,Scene,Pixabay,5.34313725490196,1.20637824749291,102,4.16831683168317,1.78364406163726,101,0.7868852459016396,0.6142506142506154
376,Galaxy 7,Scene,Pixabay,6.06481481481481,1.03466232830342,108,4.5,2.04322227903706,104,0.9209674155029343,0.6965601965601973
377,Galaxy 8,Scene,Pixabay,5.51960784313725,1.15810011842427,102,4.57425742574257,1.86733250736694,101,0.8196721311475407,0.7149877149877147
378,Garbage dump 1,Scene,Pixabay,2.19607843137255,0.975331532222767,102,2.86138613861386,1.72063768975515,101,0.20218579234972736,0.2899262899262903
379,Garbage dump 2,Scene,Pixabay,1.60185185185185,0.784663923711361,108,3.77884615384615,1.95560797175926,104,0.09178303987047161,0.5176006426006425
380,Garbage dump 3,Scene,Pixabay,2.0,1.0244534886929,102,3.46534653465347,1.79757812868116,101,0.1657559198542809,0.4398034398034418
381,Garbage dump 4,Scene,Pixabay,1.63888888888889,0.814108460630266,108,3.78846153846154,1.94922477457253,104,0.09866423800850087,0.5199867699867711
