artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
Duran Duran,Duran Duran (Deluxe Edition),Girls on Film - 2010 Remaster,0.725,0.859,7,-6.208,1,0.0636,0.0137,0.048,0.53,131.697,"See them walking hand in hand across the bridge at midnight Heads turning as the lights flashing out are so bright And walk right out to the four line track There's a camera rolling on her back, on her back And I sense a rhythm humming in a frenzy All the way down her spine  Girls on film Girls on film Girls on film Girls on film  Lipstick cherry all over the lens as she's falling And miles of sharp blue water coming in where she lies"
Cyndi Lauper,She's So Unusual,She Bop,0.583,0.891,9,-4.565,0,0.0345,0.000163,0.103,0.814,136.794,"Well, I see 'em every night in tight blue jeans In the pages of a Blueboy magazine Hey, hey, I've been thinking of a new sensation I'm picking up good vibrations Oop, she bop, she bop  Do I wanna go out with a lion's roar? Yeah, I wanna go south and get me some more Hey, they say that a stitch in time saves nine They say I better stop or I'll go blind Oop, she bop, she bop  She bop, he bop, we bop I bop, you bop, they bop Be bop, be bop, a lu bop (I hope he will understand)"
Fun Boy Three,Waiting,Our Lips Are Sealed,0.72,0.677,0,-10.719,1,0.0351,0.0037,0.179,0.867,125.579,"Can you hear them talking about us? Telling lies, is that a surprise? Can you see them, see right through them? They have a shield, nothing must be revealed It doesn't matter what they say, no one listens anyway  Our lips are sealed There's a weapon that we can use in our defence, silence Well, just look at them, look right through them That's when they disappear, that's when we lose the fear"
The Style Council,Our Favourite Shop,Walls Come Tumbling Down,0.429,0.936,4,-6.162,0,0.055,0.0,0.177,0.689,151.287,"You don't have to take this crap You don't have to sit back and relax (You can actually try changing it)  I know we've always been taught to rely Upon those in authority But you never know until you try How things just might be (If we came together so strongly, yeah)  Are you gonna try to make this work Or spend your days down in the dirt You see things can change Yes an' walls come tumbling down  (Governments crack and systems fall 'Cause unity is powerful) Lights go out Walls come tumbling down  Yes, they do (Yes, they do) Yes, they do (Yes, they do)  The competition is a color TV"
Lou Reed,Transformer,Walk On the Wild Side,0.575,0.318,0,-16.729,1,0.109,0.000202,0.0934,0.385,104.522,"Holly came from Miami, F.L.A. Hitch-hiked her way across the U.S.A. Plucked her eyebrows on the way Shaved her legs and then he was a she  She says, ""Hey, babe Take a walk on the wild side"" Said, ""Hey, honey Take a walk on the wild side""  Candy came from out on the Island In the back room she was everybody's darling But she never lost her head Even when she was giving head  She says, ""Hey, babe Take a walk on the wild side"" Said, ""Hey, babe Take a walk on the wild side"""
The Police,Outlandos D'Amour (Remastered 2003),Roxanne,0.618,0.748,0,-8.905,1,0.358,4.1e-06,0.0473,0.663,134.114,Roxanne You don't have to put on the red light Those days are over You don't have to sell your body to the night  Roxanne You don't have to wear that dress tonight Walk the streets for money You don't care if it's wrong or if it's right  Roxanne You don't have to put on the red light Roxanne You don't have to put on the red light  Roxanne (Put on the red light) Roxanne (Put on the red light)
Low,I Could Live In Hope,Lullaby,0.372,0.232,11,-14.246,0,0.0423,0.629,0.112,0.0924,125.798,"Cross over and turn Feel the spot, don't let it burn We all want, we all yearn"
The Human League,Dare!,Don't You Want Me,0.731,0.738,9,-8.125,0,0.0377,0.0,0.214,0.958,117.656,"You were working as a waitress in a cocktail bar When I met you I picked you out, I shook you up and turned you around Turned you into someone new  Now five years later on, you've got the world at your feet Success has been so easy for you But don't forget, it's me who put you where you are now And I can put you back down too  Don't, don't you want me? You know I can't believe it when I hear that you won't see me Don't, don't you want me? You know I don't believe you when you say that you don't need me It's much too late to find You think you've changed your mind You'd better change it back, or we will both be sorry  Don't you want me, baby? Don't you want me, oh? Don't you want me, baby?"
The Cars,The Cars,Just What I Needed,0.619,0.579,4,-9.307,1,0.0473,6.4e-05,0.0858,0.69,127.224,"I don't mind you comin' here Wastin' all my time 'Cause when you're standin' oh so near I kinda lose my mind  It's not the perfume that you wear It's not the ribbons in your hair I don't mind you comin' here And wastin' all my time  I don't mind you hangin' out And talkin' in your sleep It doesn't matter where you've been As long as it was deep, yeah  You always knew to wear it well and"
Joy Division,Unknown Pleasures (Collector's Edition),Disorder - 2007 Remaster,0.32,0.798,10,-7.078,0,0.124,0.692,0.176,0.74,84.696,"I've been waiting for a guide to come And take me by the hand Could these sensations make me feel The pleasures of a normal man?  These sensations barely interest me For another day I've got the spirit, lose the feeling Take the shock away  It's getting faster, moving faster now It's getting out of hand On the tenth floor"
Iggy Pop,Lust For Life,Lust For Life,0.383,0.97,9,-5.638,1,0.0435,0.0,0.0942,0.62,101.603,"Here comes Johnny Yen again With the liquor and drugs and the flesh machine He's gonna do another striptease Hey man, where'd you get that lotion? I've been hurting since I bought the gimmick Something called love Yeah, something called love Well, that's like hypnotizing chickens  Well, I'm just a modern guy Of course, I've had it in the ear before 'Cause of a lust for life 'Cause of a lust for life  I'm worth a million in prizes With my torture film, drive a GTO Wear a uniform all on a government loan I'm worth a million in prizes Yeah, I'm through with sleeping on the sidewalk No more beating my brains No more beating my brains With the liquor and drugs With the liquor and drugs"
Culture Club,Kissing To Be Clever,Do You Really Want To Hurt Me,0.744,0.376,4,-14.996,0,0.0366,0.0,0.108,0.42,100.78,"Give me time to realise my crime Let me love and steal I have danced inside your eyes How can I be real?  Do you really want to hurt me? Do you really want to make me cry? Precious kisses, words that burn me Lovers never ask you why In my heart, the fire's burning Choose my colour, find a star Precious people always tell me That's a step, a step too far  Do you really want to hurt me?"
Le Tigre,Le Tigre,Deceptacon,0.6,0.87,9,-3.413,0,0.0704,0.00635,0.104,0.659,160.502,"Who took the bomp?  Every day and night Every day and night I can see your disco Disco dick is sucking my heart out of my mind I'm outta time I'm outta fucking time I'm a gasoline gut with a vasoline mind but Wanna disco? Wanna see me disco? Let me hear you depoliticize my rhyme (One, two, three, four) You got what you been asking for You're so policy free And your fantasy wheels And everything you think And everything you feel is Alright, alright, alright, alright, alright "
Nico,Chelsea Girl,These Days,0.401,0.13,5,-17.638,1,0.0312,0.305,0.101,0.213,93.091,I've been out walking I don't do too much talking these days  These days These days I seem to think a lot About the things that I forgot to do And all the times I had the chance to  I've stopped my rambling I don't do too much gambling these days 
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Heroin,0.201,0.777,1,-10.167,1,0.0705,0.78,0.0981,0.235,145.733,"I don't know just where I'm going But I'm gonna try for the kingdom, if I can 'Cause it makes me feel like I'm a man When I put a spike into my vein And I tell you things aren't quite the same  When I'm rushing on my run And I feel just like Jesus' son And I guess that I just don't know And I guess that I just don't know  I have made big decision I'm gonna try to nullify my life 'Cause when the blood begins to flow When it shoots up the dropper's neck When I'm closing in on death  You can't help me now, you guys And all you sweet girls with all your sweet talk"
Elvis Costello & The Attractions,This Year's Model (2021 Remaster),Pump It Up - 2021 Remaster,0.645,0.809,11,-6.12,1,0.0385,0.00108,0.106,0.966,138.978,"I've been on tenterhooks Ending in dirty looks Listening to the muzak Thinking 'bout this and that She said ""that's that"" I don't wanna chitter-chat Turn it down a little bit Or turn it down flat  Pump it up, when you don't really need it Pump it up, until you can feel it  Down in the pleasure centre Hell-bent or heaven-sent Listen to the propaganda Listen to the latest slander There's nothing underhand That she wouldn't understand"
The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone,0.527,0.636,5,-12.888,0,0.0347,0.843,0.204,0.607,83.101,I I think i know how i feel Cause i I only play it for-real You should be picking me up Instead you're dragging me down You're flying over my head You're landing all over town  You You know that i try Try to tell you the truth Oh baby don't make me cry You should be picking me up Instead you're dragging me down
Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,0.542,0.45,7,-9.931,0,0.0361,6.43e-06,0.579,0.626,144.437,"Sometimes I feel I've got to Run away, I've got to Get away from the pain you drive into the heart of me The love we share Seems to go nowhere And I've lost my light For I toss and turn, I can't sleep at night  Once I ran to you (I ran) Now I'll run from you This tainted love you've given I give you all a boy could give you Take my tears, and that's not nearly all Oh, tainted love (oh, oh) Tainted love"
The Stooges,The Stooges,I Wanna Be Your Dog,0.527,0.871,4,-8.708,1,0.0354,0.155,0.419,0.107,120.722,"So messed up, I want you here In my room, I want you here Now we're gonna be face to face And I'll lay right down in my favorite place  And now I wanna be your dog And now I wanna be your dog"
XTC,Drums And Wires,Making Plans For Nigel,0.632,0.893,7,-6.04,1,0.0455,5.24e-06,0.0741,0.773,149.97,"We're only making plans for Nigel We only want what's best for him We're only making plans for Nigel Nigel just needs that helping hand  And if young Nigel says he's happy He must be happy He must be happy He must be happy in his world  We're only making plans for Nigel He has his future in a British steel We're only making plans for Nigel Nigel's whole future is as good as sealed, yeah  And if young Nigel says he's happy"
Dinosaur Jr.,Without a Sound,Feel the Pain,0.34,0.804,0,-8.355,1,0.0516,0.0191,0.0727,0.854,131.5,I feel the pain of everyone Then I feel nothing I feel the pain of everyone Then I feel nothing  I feel the pain of everyone Then I feel nothing I feel the pain of everyone Then I feel nothing
Bauhaus,The Bela Session,Bela Lugosi's Dead (Official Version),0.594,0.692,11,-9.444,0,0.114,0.678,0.0647,0.552,153.47,White on white translucent black capes Back on the rack Bela Lugosi's dead The bats have left the bell tower The victims have been bled Red velvet lines the black box  Bela Lugosi's dead Bela Lugosi's dead Undead undead undead Undead undead undead 
The English Beat,Special Beat Service (Remastered),Save It For Later,0.624,0.719,2,-9.87,1,0.0278,0.0489,0.322,0.724,129.552,"Two dozen other dirty lovers Must be a sucker for it Cry, cry but I don't need my mother Just hold my hand while I come to a decision on it  Sooner or later your legs give way, you hit the ground Save it for later, don't run away and let me down Sooner or later you'll hit the deck, you'll get found out Save it for later, don't run away and let me down, you let me down  Black air and seven seas, all rotten through But what can you do? I don't know how I'm meant to act with all of you lot"
The Flaming Lips,Transmissions From the Satellite Heart,She Don't Use Jelly,0.33,0.556,7,-11.494,1,0.0796,4.39e-05,0.315,0.506,173.828,"I know a girl who thinks of ghosts, She'll make you breakfast, she'll make you toast. But she don't use butter. And she don't use cheese. She don't use jelly, or any of these. She uses Vaseline Vaseline Vaseline  I know a guy who goes to shows,"
Yo La Tengo,I Can Hear The Heart Beating As One,Autumn Sweater,0.628,0.455,7,-12.436,1,0.0427,0.693,0.135,0.858,102.09,"When I heard the knock on the door I couldn't catch my breath Is it too late to call this off  We could slip away Wouldn't that be better Me with nothing to say And you in your autumn sweater  I tried my best to hide in a crowded room It's nearly possible I wait for you, oh, most patiently "
Faces,The Best of Faces: Good Boys When They're Asleep,Ooh La La - 2004 Remaster,0.603,0.494,2,-10.27,1,0.0301,0.000171,0.0894,0.729,147.814,"Poor old Grandad I laughed at all his words I thought he was a bitter man He spoke of women's ways  ""They trap you, then they use you Before you even know Well, love is blind and you're far too kind Don't ever let it show""  I wish that I knew what I know now When I was younger I wish that I knew what I know now"
The Sundays,"Reading, Writing & Arithmetic",Here's Where The Story Ends,0.62,0.593,7,-10.985,1,0.0281,0.0,0.0749,0.833,109.044,"People I know, places I go Make me feel tongue tied I can see how, people look down They're on the inside  Here's where the story ends  People I see, weary of me Showing my good side I can see how, people look down I'm on the outside  Here's where the story ends Ohh, here's where the story ends  It's that little souvenir, of a terrible year"
Dead Kennedys,Give Me Convenience or Give Me Death,Holiday in Cambodia,0.133,0.927,7,-5.371,1,0.0741,0.00044,0.0915,0.5,197.708,"So, you've been to school For a year or two And you know you've seen it all In daddy's car Thinking you'll go far Back east your type don't crawl Playing ethnicky jazz To parade your snazz On your five-grand stereo Braggin' that you know How the niggers feel cold And the slum's got so much soul It's time to taste what you most fear Right Guard will not help you here Brace yourself, my dear"
Built To Spill,Keep It like a Secret,Carry the Zero,0.264,0.812,4,-5.651,1,0.031,0.108,0.0962,0.458,94.095,I'm not knocking You want to carry that home Took it with you When you moved and got it broke  Found the pieces We counted them all alone Didn't add up Forgot to carry a zero  I can't be your Apologist very long I'm surprised that
Elvis Costello,My Aim Is True,Watching The Detectives - Single Version,0.793,0.362,9,-12.146,0,0.0592,1.77e-05,0.216,0.811,133.353,"Nice girls, not one with a defect Cellophane shrink-wrapped, so correct Red dogs under illegal legs She looks so good that he gets down and begs  She is watching the detectives ""Ooh, it's so cute"" She's watching the detectives When they shoot, shoot, shoot, shoot They beat him up until the teardrops start But he can't be wounded 'cause he's got no heart  Long shot of that jumping sign Invisible shivers running down my spine Cut to baby taking off her clothes Close-up of the sign that says: ""We never close""  You snatch a chill and you match a cigarette"
The Modern Lovers,The Modern Lovers (Expanded Version),Roadrunner,0.462,0.84,2,-6.666,1,0.0346,6.47e-05,0.0893,0.804,75.54,"One two three four five six Roadrunner, roadrunner Going faster miles an hour Gonna drive past the Stop 'n' Shop With the radio on  I'm in love with Massachusetts And the neon when it's cold outside And the highway when it's late at night Got the radio on I'm like the roadrunner  Alright I'm in love with modern moonlight 128 when it's dark outside I'm in love with Massachusetts I'm in love with the radio on It helps me from being alone late at night It helps me from being lonely late at night I don't feel so bad now in the car Don't feel so alone, got the radio on Like the roadrunner That's right"
The Cure,Japanese Whispers,The Lovecats,0.748,0.569,9,-12.975,0,0.0752,1.21e-06,0.364,0.967,91.833,"We move like caged tigers Oh, we couldn't get closer than this The way we walk The way we talk The way we stalk The way we kiss We slip through the streets While everyone sleeps Getting bigger and sleeker And wider and brighter We bite and scratch and scream all night Let's go and throw All the songs we know...  Into the sea You and me All these years and no one heard I'll show you in spring It's a treacherous thing ""We missed you"", hissed the lovecats"
Morphine,Cure for Pain,Buena,0.566,0.494,10,-12.242,0,0.0619,0.179,0.133,0.591,96.641,"I hear a voice from the back of the room I hear a voice cry out you want something good Well, come on a little closer let me see your face Yeah, come on a little closer by the front of the stage I said come on a little closer I got something to say Yeah, come on a little closer wanna see your face  You see I met a devil named Buena, Buena"
Pearl Jam,Last Kiss,Last Kiss,0.622,0.692,7,-6.97,1,0.0276,0.000158,0.193,0.774,112.053,"Oh, where oh where can my baby be? The Lord took her away from me She's gone to heaven, so I got to be good So I can see my baby when I leave this world  We were out on a date in my daddy's car We hadn't driven very far There in the road, straight ahead A car was stalled, the engine was dead  I couldn't stop, so I swerved to the right I'll never forget, the sound that night"
Linkin Park,Minutes to Midnight,What I've Done,0.623,0.93,5,-5.285,1,0.0324,1.64e-06,0.138,0.287,120.119,"In this farewell There's no blood, there's no alibi 'Cause I've drawn regret From the truth of a thousand lies  So let mercy come and wash away  What I've done I'll face myself To cross out what I've become Erase myself And let go of what I've done  Put to rest What you thought of me"
The Rolling Stones,12 X 5,It's All Over Now - Mono Version,0.603,0.689,0,-10.729,1,0.0304,3.27e-06,0.33,0.761,99.088,"Well, baby used to stay out all night long She made me cry, she done me wrong She hurt my eyes open, that's no lie Tables turn and now her turn to cry  Because I used to love her But it's all over now Because I used to love her But it's all over now  Well, she used to run around with every man in town"
Falling In Reverse,Popular Monster,Popular Monster,0.461,0.897,3,-3.982,0,0.092,0.0,0.0965,0.358,165.107,"Yeah  I wake up every morning with my head up in a daze I'm not sure if I should say this, fuck, I'll say it anyway Everybody tries to tell me that I'm going through a phase I don't know if it's a phase, I just wanna feel okay, yeah  I battle with depression, but the question still remains Is this post-traumatic stressing or am I suppressing rage? And my doctor tries to tell me that I'm going through a phase Yeah, it's not a fucking phase, I just wanna feel okay, okay?  Yeah, I struggle with this bullshit every day And it's probably 'cause my demons simultaneously rage It obliterates me, disintegrates me, annihilates me  'Cause I'm about to break down, I'm searching for a way out I'm a liar, I'm a cheater, I'm a non-believer I'm a popular, popular monster I break down, falling into love now with falling apart I'm a popular, popular monster"
Red Hot Chili Peppers,The Getaway,Dark Necessities,0.7,0.742,5,-6.777,0,0.0716,0.0199,0.11,0.197,91.959,"Comin' out to the light of day we got Many moons that are deep at play, so I Keep an eye on the shadow's smile to see what it has to say You and I both know Everything must go away A-what do you say?  Spinning off, head is on my heart It's like a bit of light in a touch of dark you got Sneak attacked from the zodiac but I see your eyes spark Keep the breeze and go Blow by blow and go away A-what do you say?  Yeah, you don't know my mind, you don't know my kind Dark necessities are part of my design and"
Skillet,Awake,Hero,0.533,0.967,1,-2.543,1,0.0995,0.0,0.336,0.782,142.018,"I'm just a step away, I'm just a breath away Losing my faith today (Falling off the edge today) I am just a man, not superhuman (I'm not superhuman) Someone save me from the hate  It's just another war, just another family torn (Falling from my faith today) Just a step from the edge Just another day in the world we live  I need a hero to save me now I need a hero! (Save me now) I need a hero to save my life A hero will save me! (Just in time)  I've gotta fight today to live another day Speaking my mind today (My voice will be heard today) I've gotta make a stand but I am just a man (I'm not superhuman) My voice will be heard today!"
Rob Zombie,Hellbilly Deluxe,Living Dead Girl,0.518,0.948,6,-5.58,0,0.0683,0.104,0.228,0.55,103.025,"Who is this irresistible creature who has an insatiable love for the dead? Living Dead Girl  (What are you thinking about?) (What are you thinking about?) ""The same thing you are"" Ow  Rage in the cage And piss upon the stage There's only one sure way To bring the giant down Defunct the strings Of cemetery things With one flat foot On the devil's wing  Crawl on me Sink into me Die for me Living dead girl Crawl on me Sink into me Die for me Living dead girl  (What are you thinking about?)"
Disturbed,Immortalized (Deluxe Edition),The Sound of Silence,0.322,0.28,6,-9.367,0,0.0281,1.1e-06,0.102,0.175,85.794,"Hello darkness, my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision that was planted in my brain Still remains Within the sound of silence  In restless dreams, I walked alone Narrow streets of cobblestone 'Neath the halo of a street lamp I turned my collar to the cold and damp When my eyes were stabbed by the flash of a neon light"
Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),Paralyzer,0.644,0.939,11,-3.486,0,0.0456,0.0,0.233,0.861,106.031,"I hold on so nervously to me and my drink I wish it was coolin' me But so far has not been good It's been shitty, and I feel awkward as I should This club has got to be the most pretentious thing Since I thought you and me  Well, I am imagining a dark lit place Or your place or my place  Well, I'm not paralyzed, but I seem to be struck by you I wanna make you move because you're standin' still If your body matches what your eyes can do You'll probably move right through me on my way to you"
Alice In Chains,Dirt (2022 Remaster),Rooster (2022 Remaster),0.271,0.551,3,-8.46,1,0.0272,0.000581,0.118,0.2,143.899,"Ain't found a way to kill me yet Eyes burn with stinging sweat Seems every path leads me to nowhere, hmm  Wife and kids and household pets Army green was no safe bet The bullets scream to me from somewhere, hmm  Here they come to snuff the rooster, ahh yeah Yeah, here come the rooster, yeah!"
Seether,Karma and Effect,Remedy,0.55,0.952,8,-4.664,1,0.0924,0.000666,0.0614,0.391,127.804,"Throw your dollar bills, and leave your thrills all here with me And speak but don't pretend, I won't defend you anymore, you see It aches in every bone, I'll die alone, but not for you My eyes don't need to see that ugly thing, I know it's me you fear  If you want me, hold me back Frail, the skin is dry and pale, the pain will never fail And so we go back to the remedy Clip the wings that get you high, just leave them where they lie And tell yourself, ""You'll be the death of me""  I don't need a friend, I need to mend so far away So come sit by the fire and play a while, but you can't stay too long"
Three Days Grace,One-X,Never Too Late,0.433,0.778,2,-4.68,0,0.0371,0.0,0.163,0.217,149.864,"This world will never be what I expected And if I don't belong, who would have guessed it? I will not leave alone everything that I own To make you feel like it's not too late It's never too late  Even if I say it'll be alright Still, I hear you say you want to end your life Now and again, we try to just stay alive Maybe we'll turn it all around 'cause it's not too late It's never too late  No one will ever see this side reflected"
Green Day,Insomniac,Brain Stew,0.559,0.543,1,-5.429,1,0.302,2e-05,0.0577,0.337,75.958,"I'm having trouble trying to sleep I'm counting sheep but running out As time ticks by, still I try No rest for crosstops in my mind On my own, here we go  My eyes feel like they're gonna bleed Dried up and bulging out my skull"
Trapt,Trapt,Headstrong,0.492,0.896,4,-5.819,0,0.117,2.78e-06,0.189,0.534,184.981,"Circling your, circling your, circling your head Contemplating everything you ever said Now I see the truth, I got a doubt A different motive in your eyes And now I'm out, see you later  I see your fantasy You want to make it a reality paved in gold See inside, inside of our heads, yeah Well, now that's over  I see your motives inside Decisions to hide  Back off, I'll take you on Headstrong to take on anyone I know that you are wrong Headstrong, we're headstrong Back off, I'll take you on Headstrong to take on anyone I know that you are wrong And this is not where you belong  I can't give everything away"
Alanis Morissette,Jagged Little Pill (2015 Remaster),You Oughta Know - 2015 Remaster,0.665,0.834,4,-7.737,1,0.0576,0.0,0.452,0.411,105.292,"I want you to know That I'm happy for you I wish nothing but The best for you both  An older version of me Is she perverted like me Would she go down on you in a theatre? Does she speak eloquently? And would she have your baby? I'm sure she'd make a really excellent mother  'Cause the love that you gave that we made Wasn't able to make it enough for you to be open wide, no And every time you speak her name Does she know how you told me you'd hold me until you died 'Til you died But you're still alive  And I'm here To remind you Of the mess you left when you went away It's not fair To deny me Of the cross I bear that you gave to me You, you, you Oughta know"
Puddle Of Mudd,Come Clean,She Hates Me,0.58,0.748,4,-5.433,1,0.0323,0.0,0.753,0.584,109.781,"Met a girl, thought she was grand Fell in love, found out first hand Went well for a week or two Then it all came unglued  In a trap, trip I can't grip Never thought I'd be the one who'd slip Then I started to realize I was living one big lie  She fucking hates me Trust, she fucking hates me La, la, la love I tried too hard, and she tore my feelings like I had none And ripped them away  She was queen for about an hour After that, shit got sour"
Rage Against The Machine,The Battle Of Los Angeles,Guerrilla Radio,0.599,0.957,11,-5.764,1,0.188,7.06e-05,0.155,0.489,103.68,"Transmission, third World War, third round A decade of the weapon of sound above ground No shelter, if you're looking for shade I lick shots at the brutal charade As the polls close like a casket, on truth devoured A silent play on the shadow of power A spectacle monopolized The cameras eyes on choice disguised  Was it cast for the mass who burn and toil Or for the vultures who thirst for blood and oil? Yes, a spectacle monopolized They hold the reins, stole your eyes All the Fist-a-gons, the bullets, and bombs Who stuff the banks, who staff the party ranks More for Gore or the son of a drug lord None of the above, fuck it, cut the cord! "
Creed,Human Clay,Higher,0.459,0.83,2,-6.254,1,0.0364,0.00014,0.206,0.431,155.827,"When dreaming I'm guided to another world Time and time again  At sunrise, I fight to stay asleep 'Cause I don't want to leave the comfort of this place 'Cause there's a hunger, a longing to escape  From the life I live when I'm awake So let's go there Let's make our escape Come on, let's go there Let's ask can we stay  Can you take me higher To a place where blind men see Can you take me higher To a place with golden streets  Although I would like our world to change It helps me to appreciate"
Everclear,Sparkle And Fade,Santa Monica,0.491,0.942,7,-5.333,1,0.132,0.0,0.367,0.387,100.446,I am still living with your ghost Lonely and dreaming of the west coast I don't wanna be your downtime I don't wanna be your stupid game  With my big black boots and an old suitcase I do believe I'll find myself a new place I don't wanna be the bad guy I don't wanna do your sleepwalk dance anymore I just wanna see some palm trees I will try and shake away this disease  We can live beside the ocean Leave the fire behind Swim out past the breaker Watch the world die  We can live beside the ocean Leave the fire behind
Nickelback,The Long Road,Someday,0.455,0.858,11,-5.659,0,0.0391,0.000247,0.226,0.597,163.118,"How the hell did we wind up like this? Why weren't we able To see the signs that we missed And try and turn the tables? I wish you'd unclench your fists And unpack your suitcase Lately there's been too much of this But don't think it's too late  Nothing's wrong Just as long as you know that someday I will  Someday, somehow I'm gonna make it all right but not right now I know you're wondering when (You're the only one who knows that) Someday, somehow I'm gonna make it all right but not right now I know you're wondering when  Well I'd hope that since we're here anyway That we could end up saying"
Breaking Benjamin,Dear Agony,I Will Not Bow,0.533,0.955,8,-3.708,1,0.0653,1.36e-05,0.38,0.55,107.984,"Fall!  Now the dark begins to rise Save your breath, it's far from over Leave the lost and dead behind Now's your chance to run for cover  I don't want to change the world I just want to leave it colder Light the fuse and burn it up Take the path that leads to nowhere  All is lost again But I'm not giving in  I will not bow, I will not break I will shut the world away I will not fall, I will not fade I will take your breath away"
Incubus,Make Yourself,Pardon Me,0.579,0.812,1,-6.509,0,0.0693,0.00333,0.115,0.278,152.002,"Pardon me while I burst Pardon me while I burst  A decade ago, I never thought I would be At 23, on the verge of spontaneous combustion, woe is me! But I guess that it comes with the territory An ominous landscape of never-ending calamity I need you to hear, I need you to see That I have had all I can take And exploding seems like a definite possibility to me  So pardon me while I burst into flames I've had enough of the world and its people's mindless games"
Marcy Playground,Marcy Playground,Sex & Candy,0.67,0.558,2,-9.159,1,0.0251,0.0,0.106,0.63,80.511,"Hangin round downtown by myself And I had so much time To sit and think About myself And then there she was Like double cherry pie Yeah there she was Like disco superfly  I smell sex and Candy here, mmm Who's that lounging In my chair, mmm Who's that casting Devious stares In my direction Mama this surely  Is a dream, yeah Yeah, mama this surely"
Audioslave,Audioslave,Show Me How to Live,0.433,0.854,9,-3.868,1,0.0483,0.000177,0.162,0.368,89.4,And with the early dawn Moving right along I couldn't buy an eye full of sleep And in the aching night under satellites I was not received  Built with stolen parts A telephone in my heart Someone get me a priest To put my mind to bed This ringing in my head Is this a cure or is this a disease?  Nail in my hand From my creator You gave me life Now show me how to live Nail in my hand From my creator You gave me life
Chevelle,Wonder What's Next (Expanded Edition),The Red,0.509,0.843,1,-3.318,0,0.0488,0.000803,0.348,0.332,140.055,"They say freak When you're singled out The red Well, it filters through  So lay down, the threat is real When his sight goes red again  Seeing red again Seeing red again  This change He won't contain Slip away"
3 Doors Down,Away From The Sun,When I'm Gone,0.53,0.768,7,-5.611,1,0.0284,0.0,0.103,0.374,148.095,"There's another world inside of me that you may never see There are secrets in this life that I can't hide And somewhere in this darkness, there's a light that I can't find Well, maybe it's too far away, yeah, or maybe I'm just blind Or maybe I'm just blind  So hold me when I'm here, right me when I'm wrong Hold me when I'm scared and love me when I'm gone Everything I am and everything in me Wants to be the one you wanted me to be  I'll never let you down even if I could I'd give up everything if only for your good So hold me when I'm here, right me when I'm wrong You can hold me when I'm scared, you won't always be there So love me when I'm gone Love me when I'm gone "
Crossfade,Crossfade,Cold,0.451,0.815,2,-5.55,0,0.0368,0.0,0.27,0.618,147.974,"Looking back at me, I see that I never really got it right I never stopped to think of you I'm always wrapped up in things I cannot win You are the antidote that gets me by Something strong like a drug that gets me high  What I really meant to say is I'm sorry for the way I am I never meant to be so cold, never meant to be so cold What I really meant to say is I'm sorry for the way I am I never meant to be so cold, never meant to be so cold  To you, I'm sorry about all the lies"
Shinedown,The Sound of Madness,Sound of Madness,0.328,0.939,2,-1.654,0,0.0423,0.0065,0.337,0.329,185.971,"Yeah, I get it, you're an outcast Always under attack Always comin' in last Bringin' up the past No one owes you anything I think you need a shotgun blast A kick in the ass So paranoid Watch your back!  Oh my, here we go Another loose cannon gone bipolar Slipped down, couldn't get much lower Quicksand's got no sense of humor I'm still laughin' like hell  You think that by cryin' to me Lookin' so sorry, that I'm gonna believe You've been affected by a social disease? Well then, take your medicine  I created the sound of madness"
Muse,The 2nd Law,Madness,0.502,0.417,10,-7.665,1,0.0718,0.00419,0.106,0.218,180.301,"I, I can't get these memories out of my mind And some kind of madness has started to evolve And I, I tried so hard to let you go But some kind of madness is swallowing me whole, yeah  I have finally seen the light And I have finally realized what you mean  And now I need to know, is this real love? Or is it just madness keeping us afloat? Hmm And when I look back at all the crazy fights we've had"
Evanescence,The Open Door,Call Me When You're Sober,0.45,0.883,7,-4.094,1,0.0524,0.0,0.293,0.328,93.41,"Don't cry to me If you loved me, you would be here with me You want me? Come find me Make up your mind  Should I let you fall, lose it all? So maybe you can remember yourself Can't keep believing, we're only deceiving ourselves And I'm sick of the lie  And you're too late  Don't cry to me"
Godsmack,Faceless,I Stand Alone,0.217,0.92,8,-4.479,1,0.0628,0.0,0.102,0.376,167.169,"Now I've told you this once before You can't control me If you try to take me down you're gonna break Now I feel your every nothing that you're doing for me I'm picking you outa me, you run away  I stand alone Inside I stand alone  You're always hiding behind your so called goddess So what you don't think that we can see your face Resurrected back before the final fallen I'll never rest until I can make my own way I'm not afraid of fading  I stand alone"
Rise Against,The Sufferer & The Witness,Prayer Of The Refugee,0.2,0.977,3,-3.494,0,0.159,1.1e-05,0.259,0.39,195.711,"Warm yourself by the fire, son And the morning will come soon I'll tell you stories of a better time In a place that we once knew  Before we packed our bags And left all this behind us in the dust We had a place that we could call home And a life no one could touch  Don't hold me up now I can stand my own ground I don't need your help now You will let me down, down, down  Don't hold me up now I can stand my own ground I don't need your help now You will let me down, down, down, down  We are the angry and the desperate The hungry, and the cold We are the ones who kept quiet And always did what we were told"
